label	msg
sci.electronics	 I need a small battery powered hi voltage capacitive discharge supply to deliver ~6 joules at 250 volts. This implies a 200uf cap. I have built a very satisfactorily operating version from a MAX641, but do not like the idea of using a $6 single source part. It seems that the ubiquitous camera flash circuit is what I want, but I cant get mine apart without breaking it. I would appreciate receiving the circuit description or a source of one. I have already looked in several electronics circuits handbooks to no avail. Thanx 
sci.electronics	 HAP controls just outside Chicago sells these. I don't remember which suburb they are in. The prices are pretty reasonable and they are easy to hook up. I bought a new coin mechanism from them for $25.00 a couple of years ago. 
sci.electronics	 With relays alone, you will always get a transient when you abruptly turn ON or OFF any channel. If you don't want to hear the transient, use some other device (a photoresistor-output optoisolator is the usual sort of thing) to gently MUTE the signal, then switch, THEN remove the power from the lamp in the optoisolator. 
sci.electronics	 And the Commonwealth of Virginia has not exactly butted against the issue on those grounds. The claim is that AS A MATTER OF TRAFFIC SAFETY one is not allowed to have a functioning radar detector on the dashboard while operating a motor vehicle. 
sci.electronics	 I've even seen pictures of an installation where the ham pulled a little trailer behind his car with a 4KW generator, and ran the full legal limit while mobile. I don't know what his gas mileage was like, though, or where he found resonators able to stand the gaff. 
sci.electronics	 The point is that the original poster was talking about connecting ground and neutral in the *outlet* box (big NO NO), and you are talking about them being connected in the breaker box (as things should be). 
sci.electronics	 I use an H11F1 FET optoisolater to switch microphone level signals. There is no click, since I put a .1uF cap across the LED. Distortion measurement are very low with mic level, and they went up to 0.03% at a + 14 dB line level. All I did was put the FET in series with one leg of the balanced line. No hums, pops, just audio jumping out of silence. The FET runs about 100 million ohms with the LED dark and drops to 150-200 ohms with it on. 
sci.electronics	 Hey, now will you stop encouraging him? Copy protection only serves one pur- pose: to keep the honest buyer from making (legal) backup copies. It will definitely not stop any pirates. If you want to protect you soft, supply a good documentation and support. This is IMHO the *only* way of effectively pro- tecting software. 
sci.electronics	 I have the ARRL Handbook for the Radio AMateur, and I'm getting the Solid STate Design for the Radio Amateur. 
sci.electronics	 Yep, at: oak.oakland.edu they have a couple different 68HC16 things in /pub/msdos/emulators and get the file 00-index.txt for a list of what they have. lige 
sci.electronics	 We are Dartmouth engineering students.We are looking for documented data regarding the wear associated with turning on an off a monitor and how it relates to power consumption. Interested in a comparison between the wear on a monitor which is left on continuously and one which is turned off when not in use. 
sci.electronics	 Or, _documentation_ for the program ;-). A lot of shareware out there is very similar in the approach - send in your money, and you get documentation, and a free upgrade to the latest version. Perhaps even support of some small degree. Whatever you want to offer that is "better" than the circulating version. 
sci.electronics	 Well, I've now been working on this DAMNED stepper controller board since 9pm. It's now 6am... I'm pissed off. Period. Alright, I can drive the steppers through the 3479P's; no problem (that's with the 6-wire steppers, 2 to +, and the other 4 are the phase lines). Problem 1: I've got some 4 wire steppers. I put the darkest line to + and the other 3 to the 3479P... worked, kinda. Tried it with a printer stepper (moves the head back and forth, 4 wires), didn't work too well. It would shift back and forth (use something like a 4017 instead?) Also I've been trying to get a bunch of NPN's to work with it... NO LUCK... tried PNP's, still NO LUCK!!! I don't know if I'm cursed on this or what, but I feel my brain slowly frying with the thought of STEPPER ... ARGGG!!! I don't know what's wrong with the transistor hook-up (to-220" 'pkg type), also tryed the 2n2222-pkg type... no luck. 
sci.electronics	 Circuit Cellar Inc. 4 Park St. Suite 20 Vernon, CT 06066 (203)875-2751 
sci.electronics	 Can anybody recommend a good, application-oriented beginner's reference to RF circuits? 
sci.electronics	 I need to find a UART that will interface to an 8051 and do the following: -250k baud, 8 data bits, 2 stop bits, no parity -ability to do BREAK detect (IRQ or output pin) -IRQ on character received 
sci.electronics	 I had the good luck to obtain an EICO dynamic conductance tube tester for a song. Unfortunately, I was a little out of key; the only thing wrong with it was an open meter movement. Does anyone know where I can find either another meter movement like it, a dead-but-not-the-meter-dead unit, or schematics to specify the current scale of the meter movement? I can cut and paste a more sensitive movement in if I can find what the full scale current was. Or... is EICO still contactable? 
sci.electronics	 Hi! In article <C5svup.I4I@news.cso.uiuc.edu rky57514@uxa.cso.uiuc.edu (Tall Cool One ) writes: 
sci.electronics	 This may be a safety issue; the CSA is more paranoid in certain areas than UL and such. Two caps in series means that you don't have a short if one of them shorts. 
sci.electronics	 I was just wondering one thing, actually two. ( I hope that this is the proper place to post this subject) 
sci.electronics	 I'd like to see this info as well. As for wavelength, I think you're primarily going to find two - 880 nM +/- a bit, and/or 950 nM +/- a bit. Usually it is about 10 nM either way. The two most common I have seen were 880 and 950 but I have also heard of 890 and 940. I'm not sure that the 10 nM one way or another will make a great deal of difference. 
sci.electronics	 This is message is only of interest to those going to International Symposium on Circuits and Systems that is being held in Chicago this May. 
sci.electronics	 Are any of the inputs to the chip coming from TTL? Standby-drain specs for CMOS chips typically apply only if inputs are pulled all the way down to zero or all the way up to Vcc. TTL isn't good at doing the former and it won't do the latter at all without help from pullup resistors. This sort of thing can easily multiply power consumption by a considerable factor, because the CMOS transistors that are supposed to be OFF aren't all the way hard OFF. 
sci.electronics	 I had a catalog with membrane keypads, but I dunno what happened to it, and it was so long ago that I forget the name of the company. Anyway, you could make your own legend and slip it behind the bezel. Really nice and reasonably priced. Can anyone tell me where to get some more of these critters? I've tried several places, but none of them seem to have keypads which allow you to use your own legend. 
sci.electronics	 Yeesh, you WILL be nailing those IRLEDs. May I suggest getting your mitts on the Siemens SFH484-2 IRLED? This unit is designed to take some big current pulses if you can get your duty cycle down a bit. It will output nearly a watt (975 mW) with REAL short duty cycle times. 
sci.electronics	 I have notice a lot of electronics questions by people who are obviously not "tuned-in" to electronics. Many of them have rather simple answers, and many of them require a circuit diagram. 
sci.electronics	 I second that suggestion. Although I don't own the HP Portable Deskjet, I *do* own the HP Deskjet 500. It gives the nicest outputs, with only a minor loss of quality. For all intensive purposes (papers, letters, resumes), I treat my Deskjet like a laser printer (You *do* have to look a bit closely to see the blurs in the characters). Only one grudge, the ink that HP gives you does smudge rather quickly in the presence of moisture (Even though the ink is waterproof). However, you would have to spend about $500 more for laser quality. 
sci.electronics	 I would suggest Draw for Windows (by Micrografx). I have this on my home box. Its quite impressive and only cost UKL100. It has a rather nice clip-art library facility which you can expand with your own drawings. There is no circuit component clip-art included, but you could add your own quite easily. 
sci.electronics	 Take a lemon. Stick a copper strip into the lemon. Stick a galvanized nail in about 1 to 1-1/2 inches from the copper strip. You should get about 1/2 volt from it - enough to light an LED. 
sci.electronics	 You can learn how to build a deyhdrator very easily from the book, "The Hungry Hiker's Guide to Good Food," by Gretchen McHugh. The heat source is a 100 watt light bulb. Basically, it's a vertical wooden box with ventilation holes in the top and bottom (lots of them, you want the air to flow). The light bulb goes in the bottom, and wire cake racks are spaced every 6" starting about 10" above the bulb. 
sci.electronics	 AL Question: Is there a certain device out there that I can AL use to find out the number to the line? AL Thanks for any response. AL Al 
sci.electronics	 MJMHI, I was wondering if anyone would be able to help me on twwo related MJMsubjects. I am currently learning about AM/FM receivers and recieving MJMcircuits. I understand a lot of things ,but a few things I am confused MJMabuot. The first is the MIXER, to mix the RF and local oscillator MJMfrequencies to make the IF. Does anyone have any cicruit diagrams (as MJMsimple as possible) for this kind of mixer? I have come across a MJMMC-SBL mixer chip But I have not been able to find it in any catalogs MJM(ACTIVE,etc...) 
sci.electronics	 What is Pink noise and how is it used in sound experiments? -tony wayne@uva386.schools.virginia.edu 
sci.electronics	 Not necessarily true; a short in one, if near the maximum series voltage drop, will overvoltage the other one and short it too, more 
sci.electronics	 For some reason the name Grayhill springs to mind -- saw something like that in a Grayhill catalog, along with options for custom printed overlays and a neat little electroluuminescent backing that would make the whole shebang glow a nice shade of green .. 
sci.electronics	 From: payne@crl.dec.com (Andrew Payne) Message-ID: <1993Apr20.004418.11548@crl.dec.com Organization: DEC Cambridge Research Lab Date: Tue, 20 Apr 1993 00:44:18 GMT 
sci.electronics	 From: payne@crl.dec.com (Andrew Payne) Message-ID: <1993Apr20.004418.11548@crl.dec.com Organization: DEC Cambridge Research Lab Date: Tue, 20 Apr 1993 00:44:18 GMT 
sci.electronics	 I know what the 68HC811E2 is all about, but I'm trying to figure out what the 68SEC811E2 is... specifically, what does the SEC stand for? 
sci.electronics	 I live in the San Francisco Bay Area, and word has it that something similar is on its way here. Since we apparently don't have the sensor base you folks have, they're installing cameras at strategic points along the freeways (initial tests are going to be in the Santa Clara area I'm told), with the video being piped into a command center they're building somewhere in the East Bay. I'm not sure if frame grabbers or cheap labor will be used to interpret the data, but large multi-colored status displays will show the various routes using different colors to represent the various average speeds for each stretch of highway. An announcer will sit in front of the status 'wall', and will relay continuous verbal traffic status to those who want to receive it. They're apparently also looking into licensing a low-AM frequency to be dedicated to providing continuous audio from this system. 
sci.electronics	 I seem to remember that they sell the information (and a computer connection) to anyone willing to pay. 
sci.electronics	 Try the folks at Dimolex Corp., La Crescenta, CA 91214. Their number is (818) 957-7001. They make membrane keypads that are very flat, in layouts from 2 to 128 keys. They have standard models, tactile models (with stainless domes under each key to make a 'click' you can feel), as well as backlit models. Some of them can even be cut with scissors to form a funky shape other than a rectangle. Many of the models are available in a 'kit' which includes a bezel, colored and plain key covers, and rub on lettering to make your own layout. One piece prices aren't cheap, though, as they want $10 for one four position pad *kit*, and $45 for a 40 position *kit*. 
sci.electronics	 I've seen them in surplus stores. All they are are fluorescent bulbs without the phosphor, and a UV transparent bulb (special glass). I've also seen incandescent versions that you screw into an ordinary 120VAC socket, probably not what you want. 
sci.electronics	 I've used on-chip capacitors to reduce ground-bounce noise on a small systolic array chip that had 50pF loads on the clock lines. (Design was in 2-micron n-well cmos, using the MOSIS scalable design rules.) Here are some thoughts on the bypass capacitors: 
sci.electronics	 Name your price, cap colours & quantity available. cheers Mike 
sci.electronics	 try comp.dcom - I was reading a thread a while back about an 800 number that you could dial. worked here. It was a sales line for sprint I think telling you that you could have all your customers numbers using there ANI, then it told you your number. Should work with any modern switch. 
sci.electronics	 For all people that are interested in every aspect of the 2600 try the zine: 
sci.electronics	 Try Parts Express in Dayton, Ohio also. They have a complete line of professional arcade buttons, joysticks etc... 
sci.electronics	 Actually detecting a BREAK is done by watching for a "character" containing all zero bits with the framing error resulting from its receipt. This means that the line stayed in the zero bit state even past the stop bit time slot, which basically indicates a BREAK. There is no special way to detect BREAK that I have found other than this -- there's no magic signal generated by UARTs, etc. 
sci.electronics	 That's a standby unit not a UPS, otherwise there would be no interuption. Many standby units are labled as UPS's though. Morgan Bullard mb4008@coewl.cen.uiuc.edu or mjbb@uxa.cso.uiuc.edu 
sci.electronics	 I missed the first part of this thread; are you switching line level or speaker level audio? If line level, there's a single chip 4x1 *stereo* audio switch available that switches 4 two-channel inputs into 1 two-channel output, and also has a mute function, all controllable with ttl inputs. LM1037, I think? 
sci.electronics	 Actually, it's HAPP, and some of their equipment can be found in the Parts Express catalog (1-800-338-0531). They show switches for $2, joysticks for $13 and trackballs for $80. They also have pinball parts. 
sci.electronics	 I'm wondering if it's possible to use radio waves to measure the distance between a transmitter(s) and receiver? 
sci.electronics	 It's made by Rohm. (as is all BAxxx parts). Call 714-855-2131 and ask if you can get a sample (it's only like a $2 part). 
sci.electronics	 Motorola has a good app note on a 10 band equalizer using a 56000 DSP. It could be easily ported to an Ariel board, or even a Turtle Beach 56K development system. 
sci.electronics	 Well, you might try the A.R.R.L.'s license study guides. For example, my Advanced Class study guide has lots and lots of good RF and electronics theory in it. I would imagine the other books are good too. 
sci.electronics	 Contact Chris Arthur at Chris_Arthur@pennies.stratus.com He restores lots of old video and arcade games and knows where to get parts. 
sci.electronics	 There is or was a microwave tower next to Florida's Turnpike, and you could watch the cars hit the breaks as they came in sight of it every morning... 
sci.electronics	 Sounds like it is an SMD interface to me, not being at work now to actually count pins. there are two varients, SMD and SMDC (I think), only minor differences between them. Widely used prior to the advent of SCSI for large drives (or all drives) on minis (and mainframes(?) no experience on those). 
sci.electronics	 I have an eprom blower made by Logical Devices and the model name is Prompro-8, but I have lost the manual. Does anyone have a spare manual that they would like to sell ? 
sci.electronics	 That depends entirely upon the advertiser whose number you circled. Radio Electronics compiles all of the cards, then each advertiser gets a computer printout of the names and addresses of all of the readers who circled their number. Some magazines also provide the data on self-adhesive labels, and the really big magazines provide the data on computer disk. 
sci.electronics	 17 is air comm. 18 is amateur 19 is business and public service 
sci.med	 I have a 42 yr old male friend, misdiagnosed as having osteopporosis for two years, who recently found out that his illness is the rare Gaucher's disease. 
sci.med	 Close. My mother comes from Gainesville Tex, right across the border. They claim to be the chigger capitol of the world, and I believe them. When I grew up in Fort Worth it was bad enough, but in Gainesville in the summer an attack was guaranteed. 
sci.med	 I sometimes see OTC preparations for muscle aches/back aches that combine aspirin with a diuretic. The idea seems to be to reduce inflammation by getting rid of fluid. Does this actually work? 
sci.med	 You became older and your intestine normalized to the weaned state. That is, lactose tolerance is an unusual state for adults of most mammals except for h. sapiens of northern European origin. As a h. sapiens of asian descent (assumption based on name) the loss of lactase is normal for you. 
sci.med	 How long does it take a smoker's lungs to clear of the tar after quitting? Does your chances of getting lung cancer decrease quickly or does it take a considerable amount of time for that to happen? 
sci.med	 Gee, what do I do? My LDL is only 50-60. (and my HDL is only 23-25) I must be risking something, but Is it the same risk as those with very high LDL? 
sci.med	 I second what Spenser Aden said in reply. Additionally, it is hard to say what type of response you ar3e having to prednisone since you did not say how long you have been on it. Patients are generally kept on steroids for months before thinking about tapering. Alternatives to daily dosing are every other day dosing, in your case 20mg every other day would be a start. Another option if it is not possible to get you off prednisone is to start azathioprine. Like Spenser said, you should generally be on another drug in addition to your prednisone, like asulfidine. A lot of the specifics about options, though, depends on severity, location, and duration of disease, as well as histology, so take advice off the net for what it is worth. 
sci.med	 I know of a patient who was severely and chronically depressed and tried to kill himself with a bullet to the temple. He essentially gave himself a prefrontal lobotomy, curing the depression. 
sci.med	 Ron, you're an endless source of misinformation! There ARE no sacral vertebrae. There is a bone called the sacrum at the end of the spine. It is a single, solid bone except in a few patients who have a lumbarized S1 as a normal variant. How do you adjust a solid bone, break it? No, don't tell me, I don't want to know. 
sci.med	 OOPS. My original message died. I'll try again... I always understood (perhaps wrongly...:)) that the bacteria in our digestive tracts help us break down the components of milk. Perhaps the normal flora of the intestine changes as one passes from childhood. Is there a pathologist or microbiologist in the house? 
sci.med	 The answer to your first question is rather difficult to answer without doing a lot of autopsies. The second question is something that's been known for some time. It appears that within about 15 years of quitting smoking a person's risk for developing lung cancer drops to that of the person who never smoked (assuming you do not get lung cancer in the interim!). The risk to someone who smoked the equivalent of a pack per day for 40 years is around 20 times as high as a non-smoker. Still rather low overall, but significant. Personally, I'd be more concerned about heart disease secondary to smoking -- it's much more common, and even a small increase in risk is significant there. 
sci.med	 Oh come now, surely you know he only meant to measure the flow of electromagnetic energy about the sacrum and then adjust these flows with a crystal of chromium applied to the right great toe. Don't you know anything? 
sci.med	 Well, yes. That was a part of my point. Aspirin has its problems, but in some situations it is useful. Ditto stuff like licorice root. Taking anything as a drug for theraputic purposes implicitly carries the idea of taking a dose where the benefits are not exceeded by any unwanted, additional effects. Taking any drug when the potential ill-effects are not known is a risk assumed by the parties involved, and it may be that in a given situation the risk is worthwhile. Like Prozac, for instance; Prozac has been shown to be theraputic in some cases where the tri-cyclics fail. But Prozac hasn't been in use that long, and it really isn't clear what if any effects it may have when taken over long periods of time, even though it has been tested by present day standards. Should Prozac be taken off the market because long-term effects, if any, are not known? IMHO, i'd say no. 
sci.med	 A friend of mine has a trouble with her ears ringing. The ringing is so loud that she has great difficulty sleeping at night. She says that she hasn't had a normal night's sleep in about 6 months (she looks like it too :-(). This is making her depressed so her doctor has put her on anti-depressants. 
sci.med	 I'm surprised nobody mentioned that twitching of the eyelid can be a symptom of an infection, especially if it also itches or stings. (It happened to me, and antibiotic eyedrops cleared it up nicely.) 
sci.med	 No. That these drugs happen to be useful as antidepressants is neither here nor there. 
sci.med	 You certainly do not see OTC preparations advertised as such. The only such ridiculous concoctions are nostrums for premenstrual syndrome, ostensibly to treat headache and "bloating" simultaneously. They're worthless. 
sci.med	 Sometimes I have a problem with doctor's prescribing medicine like this. I of course don't know the exact situation, and anti-depressants may work, but it isn't helping the ringing at all, is it? 
sci.med	 A friend of mine is going in later this week for tests to see if has emphysema. His lung capacity has decreased over time. His father died of the disease. He works in woodworking. I believe he has a very occasional cigarette, perhaps one cigarette a day or even less. He tells me this..I've never seen him light up. He has some pretty healthy life style habits, good diet, exercise, meditation, retreats, therapy etc. Anyhow..he is very concerned with this check up. I know really nothing about the disease. I believe it interferes with the lining of the lung being able to exchange oxygen. 
sci.med	 I don't think that's a problem. My face is quite oily too. I had a moderate acne problem for many years. I then found that if I vigorously scrub my face with a nail brush and soap (Irish Spring) twice a day the acne was not a problem. I can still leave a pretty health nose print on a mirror after 45 min (don't ask ;-) but acne is not a real problem anymore. 
sci.med	 DN From: nyeda@cnsvax.uwec.edu (David Nye) DN A neurology DN consultation is cheaper than a scan. 
sci.med	 JL From: jlecher@pbs.org JL I would not classify a mild headache that was continuous for weeks JL as migraine, even if the other typical features were there (e.g., JL unilateral, nausea and vomiting, photophobia). Migraines are, by JL common agreement, episodic rather than constant. JL JL Well, I'm glad that you aren't my doctor, then, or I'd still be suffering. JL Remember, I was tested for any other cause, and there was nothing. I'm JL otherwise very healthy. JL The nagging pain has all of the qualifications: it's on one side, and JL frequently included my entire right side: right arm, right leg, right eye, JL even the right side of my tongue hurt or tingled. Noise hurt, light hurt, JL thinking hurt. When it got bad, I would lose my ability to read. 
sci.med	 There is this newsgroup sci.med.physics and there has been quite a lot discussion in this group about many chemical items e.g. prolactin 
sci.med	 A friend has the following symptoms which have occurred periodically every few months for the last 3 years. An episode begins with extreme tiredness followed by: 
sci.med	 I'll probably get flamed for this, but when I was a kid we would go to my uncles cabin on Middle Bass Island on Lake Erie. We always came home with a nasty case of jiggers (large red bumps where the buggers had burrowed into the skin). My mother would paint the bumps with clear finger nail polish. This was repeated daily for about a week or so. The application of the polish is supposed to suffocate them as it seals of the skin. All I can say is it worked for us. One word of caution though. Putting finger nail polish on a jigger bite stings like hell. 
sci.med	 My 14-y-o son has the usual teenage spotty chin and greasy nose. I bought him Clearasil face wash and ointment. I think that is probably enough, along with the usual good diet. However, he is on at me to get some product called Dalacin T, which used to be a doctor's-prescription only treatment but is not available over the chemist's counter. I have asked a couple of pharmacists who say either his acne is not severe enough for Dalacin T, or that Clearasil is OK. I had the odd spots as a teenager, nothing serious. His father was the same, so I don't figure his acne is going to escalate into something disfiguring. But I know kids are senstitive about their appearance. I am wary because a neighbour's son had this wierd malady that was eventually put down to an overdose of vitamin A from acne treatment. I want to help - but with appropriate treatment. 
sci.med	 net for the world to see? If not, how do you think she would react if she found out? Why would you accept the advice of unknown entities rather than a counselor? 
sci.med	 i used to say "if i were hot enough, you could fry an egg on my oily face". i am now 50 yrs old and my skin looks younger (i'm told) than some people's skin at 30 (it's still oily). i have only a very few tiny wrinkles. Thank your lucky stars for that skin. 
sci.med	 A very simple question : it seems to me that the contraceptive pill just prevents the ovule to nest in the vagina and forces it to fall every month. But it does not prevent the fertilzation of the ovule. Is it true ? If yes, is there a risk of extra-uterine pregnancy, that is the development of the ovule inside the Fallopian tube ? 
sci.med	 There were a few people who responded to my request for info on treatment for astrocytomas through email, whom I couldn't thank directly because of mail-bouncing probs (Sean, Debra, and Sharon). So I thought I'd publicly thank everyone. 
sci.med	 Thanks to all those who responded to my original post on this question. The final diagnosis was Stress. I did not take her for a chiropractic adjustment. (Rachel receives all her medical care at Keller Army Hospital since she is a military dependant, and the Army does not yet provide chiropractic adjustments as part of its regular health care.) I am hoping that the arrival of (1) Spring Break, and (2) College Acceptance Letters, will help. *UNFORTUNATELY* she was wait-listed at the college she most dearly wanted to attend, so it seems as though that stressor may just continue for a while. :-( 
sci.med	 It's got potential. Instead of *.chemistry, how about splitting the classification into *.biochemistry (which are probably the topics you're thinking of) and *.pharmaceutical (which otherwise might end up in *.(bio)chemistry)? 
sci.med	 Actually that is not how the pill works, but it *is* how the IUD works. The oral contraceptive pill actually *prevents* ovulation from occuring by providing negatve feedback to the pituitary gland, and thus preventing the LH surge that normally occurs at the time of ovulation. With the IUD what happens is that fertilization may occur, but the device prevents implantation within the wall of the uterus (*not* the vagina). 
sci.med	 I have a friend who has just been diagnosed with Lupus, and I know nothing about this disease. The only thing I do know is that this is some sort of skin disease, and my friend shows no skin rashes - in fact, they used a blood test to determine what had been wrong with an on going sacro- illiac joint problem. I am finding a hard time finding information on this disease. Could anyone please enlighten me as to the particulars of this disease. please feel free to E-mail me at bytor@cruzio.santa-cruz.ca.us 
sci.med	 Sumatriptan(Imitrex) just became available in the US in a subcutaneous injectable form. Is there an oral form available in CA? A friend(yes really not me!) has severe migranes about 2-3 times per week. We live right by the CA border and he has gotten drugs for GERD prescribed by a US physician and filled in a CA pharmacy, but not yet FDA approved in the US. What would be the cost of the oral form in CA$ also if anyone would have that info? 
sci.med	 I had this one time. I attributed it to a lack of sleep since it disappeared after a few nights of good zzz's. 
sci.med	 Can one develop inner-ear problems from too much flying? I hear that pilots and steward/esses have a limit as to the maximum number of flying hours -- what are these limits? What are the main problems associated with too many long-haul (over 4 hours) trips? 
sci.med	 My wife breast-fed my three boys 12 months, 16 months, and 29 months respectively and they are 18, 16, and 10 years old respectively. So far everybody seems fairly normal. I noticed a negative correlation with ear infections and length of time nursed in my very small sample. I do notice that the 16 and 18 year old seem to eat a lot, could that be from the breast feeding :-) ? 
sci.med	 This is regarding recurrent volvulus which our little boy has been suffering from ever since he was an infant. He had a surgery when he was one year old. Another surgery had to be performed one year after, when he was two years old. He turned three this February and he is still getting afflicted by this illness, like having to get hospitalised for vomitting and accompanying stomach pain.He managed not having a third surgery so far. 
sci.med	 Seems to me that I read in either a recent NY Times Science Times or maybe it was Science News that there is evidence that ex-smoker's risk of lung cancer never returns to that of a person who has never smoked (I think it may get close). I'll find the article and post it since my memory is hazy on the specifics - if you are interested. 
sci.med	 30mg per day of propranolol is a homeopathic dose in migraine. If you got fatigued at that level, it is unlikely that you will tolerate enough beta blocker to help you. 
sci.med	 Stimulation of the vagus nerve slows the heart and drops the blood pressure. 
sci.med	 I just found out about the sublinguals disappearing too. I don't know why. Perhaps because they weren't as profitable as cafergot. Too bad, since tablets are sometimes vomited up by migraine patients and they don't do any good flushed down the toilet. I suspect we'll be moving those patients more and more to the DHE nasal spray, which is far more effective. 
sci.med	 How long ago was this? When I said you'd get counselling, I meant if you did it now. Long ago, practices varied and agencies had to gear up to provide the counselling. 
sci.med	 I agree. Adding layers of managers and bureaucrats simply eat up money that could be spent on those who actually are doing the work such as doctors and nurse, and supplies. The most efficient system is probably one that has limited management and a fixed budget such as England's or even Canada's. I'm afraid we are on the wrong track. The problem may be that the insurance lobby is too powerful. 
sci.med	 I'm not sure about that. Did you see the "poll" they took that showed that most people thought physicians should be paid $80,000 per year tops? That's all I make, but I doubt that most physicians are going to work very hard for that kind of bread. Many wouldn't be able to service their med school debts on that. Mike Royko had a good column about it. 
sci.med	 IMHO, the original poster has no business soliciting diagnoses off the net, nor does Dr./Mr. O'Donnell have any business supplying same. This is one major reason real physicians avoid this newsgroup like the plague. It is also another example of the double standard: if I as a physician offered to diagnose and treat on the net, I can be sued. But people without qualifications are free to do whatever they want and disclaim it all with "I'm not a doctor." 
sci.med	 Herman, I would think you of all people would/could distinguish between "health" and "treatment of disease." All the prevention medicine people preach this all the time. You cannot buy health. You can buy treatment of disease, assuming you are lucky enough to have a disease which can be treated. A rich person with a terminal disease is a bit out of luck. There is no such thing as "adequately covered" and there never will be. 
sci.med	 I do not know a lot about this, except from seeing one patient with "Kartagener's syndrome", which is a form of immotile cilia syndrome in which there is situs inversus, bronchiectasis, and chronic infections. "Situs inversus" means that organs are on the wrong side of the body, and can be complete or partial. It is interesting medically because the normal location of organs is caused in part by the "normal" rotation associated with ciliary motion, so that in absence of this, laterality can be "random." People with situs inversus are quite popular at medical schools, because of their rarity, and the fact that most doctors get a bit upset when they can't find the patient's heart sounds (because they're on the wrong side). 
sci.med	 Purists often distinguish between "true" clubbing and "pseudo" clubbing, the difference being that with "true" clubbing the angle of the nail when viewed from the side is constantly negative when proceeding distally (towards the fingertip). With "pseudo" clubbing, the angle is initially positive, then negative, which is the normal situation. "Real" internists can talk for hours about clubbing. I'm limited to a couple of minutes. 
sci.med	 There are many organisms, viral, bacterial, and fungal, which can cause meningitits, and the course of these infections varies widely. The causes of bacterial meningitis vary with age: in adults pneumococcus (the same organism which causes pneumococcal pneumonia) is the most common cause, while in children Hemophilus influenzae is the most common cause. 
sci.med	 It's O- that is especially useful. Still, he isn't punishing the Red Cross but some O+ person that needed his blood and couldn't get it. You are right, nagging probably won't help. 
sci.med	 Why do you think Steere is doing this? Isn't he acting in good faith? After all, as the "discoverer" of Lyme for all intents and purposes, the more famous Lyme gets, the more famous Steere gets. I don't see the ulterior motive here. It is easy for me to see it the those physicians who call everything lyme and treat everything. There is a lot of money involved. 
sci.med	 What does "DC" stand for? Couldn't be an antichiropractic posting from a chiropractor, could it? My curiosity is piqued. 
sci.med	 No, the neiseria meningococcus is one of the most common forms of meningitis. It's the one that sometimes sweeps schools or boot camp. It is contagious and kills by attacking the covering of the brain, causing the blood vessels to thrombose and the brain to swell up. 
sci.med	 Where did you read this? I don't think this is true. I think most medical treatments are based on science, although it is difficult to prove anything with certitude. It is true that there are some things that have just been found "to work", but we have no good explanation for why. But almost everything does have a scientific rationale. The most common treatment for prostate cancer is probably hormone therapy. It has been "proven" to work. So have radiation and chemotherapy. What treatments did the article say are not proven? 
sci.med	 I noticed several years ago that when I took analgesics fairly regularly, (motrin at the time), I seemed to get a lot of migraines. But had forgotten about that until I started reading some of the posts here. I generally don't take NSAIDS or Tylenol for headaches, because I've found them to be ineffective. However, I have two other pain sources that force me to take NSAIDS (currently Naprosyn). First, is some pelvic pain that I get at the beginning of my period, and then much worse at midcycle. I have had surgery for endometriosis in the past (~12 years ago), so the Drs. tell me that my pain is probably due to the endometriosis coming back. I've tried Synarel, it reduced the pain while I took it (3 mos), but the pain returned immediately after I stopped. Three doctors have suggested hysterectomy as the only "real solution" to my problem. Although I don't expect to have any more children, I don't like the idea of having my uterus and one remaining ovary removed (the first ovary was removed when I had the surgery for endometriosis). One of the Drs that suggested I get a hysterectomy is an expert in laser surgery, but perhaps thinks that type of procedure is only worthwhile on women who still plan to have children. So basically all I'm left with is toughing out the pain. This would be impossible without Naprosyn (or something similar - but not aspirin, that doesn't work, and Motrin gave me horrible gastritis a few years ago, so I'm through with it). In fact, Naprosyn works very well at eliminating the pain if I take it regularly as I did when I had severe back pain (and pain in both legs) as I'll discuss in a moment. Generally though, I wait until I have the pain before I take the Naprosyn, but then it takes several hours for it reduce the pain (it's actually quite effective at reducing the pain, it just takes quite a while). In the meantime I'm frequently in severe pain. 
sci.med	 didn't have any luck with clearasil. Even though my skin gets oily it really only gets miserable pimples when it's dry. 
sci.med	 I may not be the world's greatest expert on chiggers (a type of mite indigenous to the south), but I certainly have spent a lot of time contemplating the little buggers over the past six years (since we moved to N.C.). Here are some observations gained from painful experience: 
sci.med	 Undoubtedly it does, to maintain such a weight. And it does so primarily by overeating. If it didn't, the weight would drop back to normal. 
sci.med	 Yes, I remember that now. Well, in that case, the cones are indeed color sensitive, contrary to what the original respondent had claimed. 
sci.med	 Two approaches that I've used: Tofranil, 50 mg qhs, Naproxen 250mg bid. The Naproxen doesn't seem to be as bad as things like Tylenol in promoting the analgesic abuse Headache. DHE IV infusions for about 3 days (in hospital). Cold turkey is the only way I think. Tapering doesn't help. I wouldn't know how you can do this without your doctor. I haven't seen anyone successfully do it alone. Doesn't mean it can't be done. 
sci.med	 No, no, we aren't talking about receptors for the brain's sensory innervation, but structures such as the thalamus that handle pain for the entire organism. Apples and oranges. 
